"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"69","discrimination",4,14,"English",0.00232288037166086,7,4
"70","an",4,2,"English",0.00232288037166086,4,4
"71","penal",4,5,"English",0.00232288037166086,6,4
"72","offence",4,7,"English",0.00232288037166086,11,4
"73","State",4,5,"English",0.00232288037166086,7,4
"74","may",4,3,"English",0.00232288037166086,6,4
"75","nationality",4,11,"English",0.00232288037166086,5,4
"76","acts",3,4,"English",0.00174216027874564,5,4
"77","conscience",3,10,"English",0.00174216027874564,5,4
"78","belief",3,6,"English",0.00174216027874564,5,4
"79","common",3,6,"English",0.00174216027874564,11,4
"80","not",3,3,"English",0.00174216027874564,10,4
"81","nations",3,7,"English",0.00174216027874564,8,4
"82","life",3,4,"English",0.00174216027874564,12,4
"83","universal",3,9,"English",0.00174216027874564,5,4
"84","observance",3,10,"English",0.00174216027874564,5,4
"85","these",3,5,"English",0.00174216027874564,9,4
"86","among",3,5,"English",0.00174216027874564,10,4
"87","under",3,5,"English",0.00174216027874564,4,4
"88","act",3,3,"English",0.00174216027874564,11,4
"89","set",3,3,"English",0.00174216027874564,6,4
"90","forth",3,5,"English",0.00174216027874564,5,4
"91","political",3,9,"English",0.00174216027874564,4,4
"92","property",3,8,"English",0.00174216027874564,12,4
"93","on",3,2,"English",0.00174216027874564,12,4
"94","basis",3,5,"English",0.00174216027874564,5,4
"95","limitation",3,10,"English",0.00174216027874564,10,4
"96","security",3,8,"English",0.00174216027874564,9,4
"97","held",3,4,"English",0.00174216027874564,7,4
"98","subjected",3,9,"English",0.00174216027874564,7,4
"99","necessary",3,9,"English",0.00174216027874564,5,4
"100","was",3,3,"English",0.00174216027874564,4,4
"101","nor",3,3,"English",0.00174216027874564,10,4
"102","interference",3,12,"English",0.00174216027874564,7,4
"103","including",3,9,"English",0.00174216027874564,9,4
"104","marriage",3,8,"English",0.00174216027874564,5,5
"105","alone",3,5,"English",0.00174216027874564,7,5
"106","association",3,11,"English",0.00174216027874564,4,5
"107","others",3,6,"English",0.00174216027874564,9,5
"108","community",3,9,"English",0.00174216027874564,9,5
"109","through",3,7,"English",0.00174216027874564,7,5
"110","personality",3,11,"English",0.00174216027874564,6,5
"111","work",3,4,"English",0.00174216027874564,7,5
"112","just",3,4,"English",0.00174216027874564,8,5
"113","Universal",2,9,"English",0.00116144018583043,10,5
"114","Human",2,5,"English",0.00116144018583043,6,5
"115","Rights",2,6,"English",0.00116144018583043,9,5
"116","peace",2,5,"English",0.00116144018583043,4,5
"117","world",2,5,"English",0.00116144018583043,8,5
"118","beings",2,6,"English",0.00116144018583043,3,5
"119","people",2,6,"English",0.00116144018583043,8,5
"120","essential",2,9,"English",0.00116144018583043,9,5
"121","if",2,2,"English",0.00116144018583043,14,5
"122","compelled",2,9,"English",0.00116144018583043,9,5
"123","should",2,6,"English",0.00116144018583043,11,5
"124","men",2,3,"English",0.00116144018583043,7,5
"125","women",2,5,"English",0.00116144018583043,9,5
"126","determined",2,10,"English",0.00116144018583043,13,5
"127","Member",2,6,"English",0.00116144018583043,4,5
"128","States",2,6,"English",0.00116144018583043,9,5
"129","themselves",2,10,"English",0.00116144018583043,3,5
"130","cooperation",2,11,"English",0.00116144018583043,3,5
"131","understanding",2,13,"English",0.00116144018583043,9,5
"132","realization",2,11,"English",0.00116144018583043,10,5
"133","standard",2,8,"English",0.00116144018583043,9,5
"134","every",2,5,"English",0.00116144018583043,8,5
"135","teaching",2,8,"English",0.00116144018583043,6,5
"136","effective",2,9,"English",0.00116144018583043,9,5
"137","born",2,4,"English",0.00116144018583043,4,5
"138","they",2,4,"English",0.00116144018583043,4,5
"139","distinction",2,11,"English",0.00116144018583043,7,5
"140","kind",2,4,"English",0.00116144018583043,7,5
"141","race",2,4,"English",0.00116144018583043,6,5
"142","opinion",2,7,"English",0.00116144018583043,9,5
"143","status",2,6,"English",0.00116144018583043,2,5
"144","made",2,4,"English",0.00116144018583043,6,5
"145","whether",2,7,"English",0.00116144018583043,4,5
"146","independent",2,11,"English",0.00116144018583043,4,5
"147","non",2,3,"English",0.00116144018583043,3,5
"148","slavery",2,7,"English",0.00116144018583043,7,5
"149","trade",2,5,"English",0.00116144018583043,7,5
"150","before",2,6,"English",0.00116144018583043,7,5
"151","him",2,3,"English",0.00116144018583043,11,5
"152","arbitrary",2,9,"English",0.00116144018583043,6,5
"153","guilty",2,6,"English",0.00116144018583043,8,5
"154","he",2,2,"English",0.00116144018583043,4,5
"155","time",2,4,"English",0.00116144018583043,8,5
"156","committed",2,9,"English",0.00116144018583043,10,5
"157","attacks",2,7,"English",0.00116144018583043,3,6
"158","each",2,4,"English",0.00116144018583043,7,6
"159","own",2,3,"English",0.00116144018583043,7,6
"160","seek",2,4,"English",0.00116144018583043,5,6
"161","case",2,4,"English",0.00116144018583043,7,6
"162","contrary",2,8,"English",0.00116144018583043,8,6
"163","purposes",2,8,"English",0.00116144018583043,10,6
"164","principles",2,10,"English",0.00116144018583043,8,6
"165","arbitrarily",2,11,"English",0.00116144018583043,6,6
"166","deprived",2,8,"English",0.00116144018583043,9,6
"167","change",2,6,"English",0.00116144018583043,7,6
"168","age",2,3,"English",0.00116144018583043,10,6
"169","due",2,3,"English",0.00116144018583043,6,6
"170","its",2,3,"English",0.00116144018583043,7,6
"171","only",2,4,"English",0.00116144018583043,3,6
"172","group",2,5,"English",0.00116144018583043,4,6
"173","well",2,4,"English",0.00116144018583043,3,6
"174","includes",2,8,"English",0.00116144018583043,7,6
"175","government",2,10,"English",0.00116144018583043,9,6
"176","freely",2,6,"English",0.00116144018583043,8,6
"177","will",2,4,"English",0.00116144018583043,8,6
"178","periodic",2,8,"English",0.00116144018583043,10,6
"179","cultural",2,8,"English",0.00116144018583043,4,6
"180","favourable",2,10,"English",0.00116144018583043,10,6
"181","unemployment",2,12,"English",0.00116144018583043,7,6
"182","pay",2,3,"English",0.00116144018583043,11,6
"183","himself",2,7,"English",0.00116144018583043,10,6
"184","interests",2,9,"English",0.00116144018583043,6,6
"185","care",2,4,"English",0.00116144018583043,7,6
"186","children",2,8,"English",0.00116144018583043,6,6
"187","elementary",2,10,"English",0.00116144018583043,2,6
"188","scientific",2,10,"English",0.00116144018583043,4,6
"189","order",2,5,"English",0.00116144018583043,8,6
"190","Preamble",1,8,"English",0.000580720092915215,6,6
"191","inherent",1,8,"English",0.000580720092915215,7,6
"192","inalienable",1,11,"English",0.000580720092915215,6,6
"193","members",1,7,"English",0.000580720092915215,11,6
"194","foundation",1,10,"English",0.000580720092915215,5,6
"195","justice",1,7,"English",0.000580720092915215,4,6
"196","disregard",1,9,"English",0.000580720092915215,8,6
"197","contempt",1,8,"English",0.000580720092915215,5,6
"198","resulted",1,8,"English",0.000580720092915215,5,6
"199","barbarous",1,9,"English",0.000580720092915215,7,6
"200","outraged",1,8,"English",0.000580720092915215,4,6
"201","mankind",1,7,"English",0.000580720092915215,8,6
"202","advent",1,6,"English",0.000580720092915215,3,6
"203","speech",1,6,"English",0.000580720092915215,4,6
"204","fear",1,4,"English",0.000580720092915215,10,6
"205","want",1,4,"English",0.000580720092915215,7,6
"206","been",1,4,"English",0.000580720092915215,3,6
"207","proclaimed",1,10,"English",0.000580720092915215,4,6
"208","highest",1,7,"English",0.000580720092915215,8,6
"209","aspiration",1,10,"English",0.000580720092915215,10,6
"210","man",1,3,"English",0.000580720092915215,10,6
"211","recourse",1,8,"English",0.000580720092915215,6,6
"212","last",1,4,"English",0.000580720092915215,8,6
"213","resort",1,6,"English",0.000580720092915215,9,6
"214","rebellion",1,9,"English",0.000580720092915215,8,6
"215","tyranny",1,7,"English",0.000580720092915215,9,6
"216","oppression",1,10,"English",0.000580720092915215,10,6
"217","protected",1,9,"English",0.000580720092915215,2,6
"218","rule",1,4,"English",0.000580720092915215,7,6
"219","friendly",1,8,"English",0.000580720092915215,4,6
"220","relations",1,9,"English",0.000580720092915215,8,6
"221","between",1,7,"English",0.000580720092915215,7,6
"222","Charter",1,7,"English",0.000580720092915215,5,6
"223","reaffirmed",1,10,"English",0.000580720092915215,8,6
"224","faith",1,5,"English",0.000580720092915215,4,6
"225","worth",1,5,"English",0.000580720092915215,9,7
"226","progress",1,8,"English",0.000580720092915215,8,7
"227","better",1,6,"English",0.000580720092915215,2,7
"228","standards",1,9,"English",0.000580720092915215,8,7
"229","larger",1,6,"English",0.000580720092915215,5,7
"230","pledged",1,7,"English",0.000580720092915215,9,7
"231","achieve",1,7,"English",0.000580720092915215,4,7
"232","promotion",1,9,"English",0.000580720092915215,6,7
"233","greatest",1,8,"English",0.000580720092915215,5,7
"234","importance",1,10,"English",0.000580720092915215,9,7
"235","pledge",1,6,"English",0.000580720092915215,9,7
"236","now",1,3,"English",0.000580720092915215,6,7
"237","therefore",1,9,"English",0.000580720092915215,12,7
"238","General",1,7,"English",0.000580720092915215,15,7
"239","Assembly",1,8,"English",0.000580720092915215,7,7
"240","proclaims",1,9,"English",0.000580720092915215,10,7
"241","achievement",1,11,"English",0.000580720092915215,6,7
"242","end",1,3,"English",0.000580720092915215,6,7
"243","individual",1,10,"English",0.000580720092915215,8,7
"244","organ",1,5,"English",0.000580720092915215,6,7
"245","keeping",1,7,"English",0.000580720092915215,8,7
"246","constantly",1,10,"English",0.000580720092915215,13,7
"247","mind",1,4,"English",0.000580720092915215,5,7
"248","strive",1,6,"English",0.000580720092915215,10,7
"249","progressive",1,11,"English",0.000580720092915215,14,7
"250","measures",1,8,"English",0.000580720092915215,6,7
"251","secure",1,6,"English",0.000580720092915215,7,7
"252","both",1,4,"English",0.000580720092915215,10,7
"253","territories",1,11,"English",0.000580720092915215,7,7
"254","jurisdiction",1,12,"English",0.000580720092915215,5,7
"255","i",1,1,"English",0.000580720092915215,12,7
"256","endowed",1,7,"English",0.000580720092915215,7,7
"257","reason",1,6,"English",0.000580720092915215,10,7
"258","towards",1,7,"English",0.000580720092915215,11,7
"259","another",1,7,"English",0.000580720092915215,5,7
"260","spirit",1,6,"English",0.000580720092915215,6,7
"261","brotherhood",1,11,"English",0.000580720092915215,9,7
"262","colour",1,6,"English",0.000580720092915215,4,7
"263","sex",1,3,"English",0.000580720092915215,9,7
"264","language",1,8,"English",0.000580720092915215,6,7
"265","origin",1,6,"English",0.000580720092915215,6,7
"266","birth",1,5,"English",0.000580720092915215,11,7
"267","furthermore",1,11,"English",0.000580720092915215,4,7
"268","jurisdictional",1,14,"English",0.000580720092915215,10,7
"269","territory",1,9,"English",0.000580720092915215,6,7
"270","belongs",1,7,"English",0.000580720092915215,8,7
"271","trust",1,5,"English",0.000580720092915215,6,7
"272","self",1,4,"English",0.000580720092915215,8,7
"273","governing",1,9,"English",0.000580720092915215,8,7
"274","sovereignty",1,11,"English",0.000580720092915215,6,7
"275","liberty",1,7,"English",0.000580720092915215,10,7
"276","servitude",1,9,"English",0.000580720092915215,10,7
"277","slave",1,5,"English",0.000580720092915215,7,7
"278","prohibited",1,10,"English",0.000580720092915215,10,7
"279","forms",1,5,"English",0.000580720092915215,8,7
"280","torture",1,7,"English",0.000580720092915215,6,7
"281","cruel",1,5,"English",0.000580720092915215,10,7
"282","inhuman",1,7,"English",0.000580720092915215,9,7
"283","degrading",1,9,"English",0.000580720092915215,7,7
"284","treatment",1,9,"English",0.000580720092915215,6,7
"285","punishment",1,10,"English",0.000580720092915215,12,7
"286","everywhere",1,10,"English",0.000580720092915215,6,7
"287","violation",1,9,"English",0.000580720092915215,8,7
"288","incitement",1,10,"English",0.000580720092915215,11,7
"289","remedy",1,6,"English",0.000580720092915215,3,7
"290","competent",1,9,"English",0.000580720092915215,4,7
"291","tribunals",1,9,"English",0.000580720092915215,10,7
"292","violating",1,9,"English",0.000580720092915215,7,7
"293","granted",1,7,"English",0.000580720092915215,5,7
"294","constitution",1,12,"English",0.000580720092915215,3,7
"295","arrest",1,6,"English",0.000580720092915215,10,7
"296","detention",1,9,"English",0.000580720092915215,4,7
"297","exile",1,5,"English",0.000580720092915215,5,7
"298","equality",1,8,"English",0.000580720092915215,4,7
"299","fair",1,4,"English",0.000580720092915215,2,7
"300","hearing",1,7,"English",0.000580720092915215,11,7
"301","impartial",1,9,"English",0.000580720092915215,12,7
"302","tribunal",1,8,"English",0.000580720092915215,1,8
"303","determination",1,13,"English",0.000580720092915215,11,8
"304","obligations",1,11,"English",0.000580720092915215,2,8
"305","criminal",1,8,"English",0.000580720092915215,8,8
"306","charge",1,6,"English",0.000580720092915215,13,8
"307","charged",1,7,"English",0.000580720092915215,4,8
"308","presumed",1,8,"English",0.000580720092915215,8,8
"309","innocent",1,8,"English",0.000580720092915215,8,8
"310","until",1,5,"English",0.000580720092915215,7,8
"311","proved",1,6,"English",0.000580720092915215,6,8
"312","according",1,9,"English",0.000580720092915215,7,8
"313","trial",1,5,"English",0.000580720092915215,11,8
"314","had",1,3,"English",0.000580720092915215,12,8
"315","guarantees",1,10,"English",0.000580720092915215,2,8
"316","defence",1,7,"English",0.000580720092915215,7,8
"317","account",1,7,"English",0.000580720092915215,6,8
"318","omission",1,8,"English",0.000580720092915215,7,8
"319","did",1,3,"English",0.000580720092915215,8,8
"320","constitute",1,10,"English",0.000580720092915215,9,8
"321","when",1,4,"English",0.000580720092915215,8,8
"322","heavier",1,7,"English",0.000580720092915215,9,8
"323","penalty",1,7,"English",0.000580720092915215,9,8
"324","imposed",1,7,"English",0.000580720092915215,10,8
"325","than",1,4,"English",0.000580720092915215,7,8
"326","applicable",1,10,"English",0.000580720092915215,4,8
"327","privacy",1,7,"English",0.000580720092915215,3,8
"328","home",1,4,"English",0.000580720092915215,5,8
"329","correspondence",1,14,"English",0.000580720092915215,7,8
"330","upon",1,4,"English",0.000580720092915215,9,8
"331","honour",1,6,"English",0.000580720092915215,7,8
"332","reputation",1,10,"English",0.000580720092915215,9,8
"333","movement",1,8,"English",0.000580720092915215,4,8
"334","residence",1,9,"English",0.000580720092915215,7,8
"335","within",1,6,"English",0.000580720092915215,11,8
"336","borders",1,7,"English",0.000580720092915215,7,8
"337","leave",1,5,"English",0.000580720092915215,7,8
"338","return",1,6,"English",0.000580720092915215,7,8
"339","countries",1,9,"English",0.000580720092915215,11,8
"340","asylum",1,6,"English",0.000580720092915215,9,8
"341","persecution",1,11,"English",0.000580720092915215,8,8
"342","invoked",1,7,"English",0.000580720092915215,5,8
"343","prosecutions",1,12,"English",0.000580720092915215,8,8
"344","genuinely",1,9,"English",0.000580720092915215,8,8
"345","arising",1,7,"English",0.000580720092915215,4,8
"346","crimes",1,6,"English",0.000580720092915215,3,8
"347","denied",1,6,"English",0.000580720092915215,11,8
"348","marry",1,5,"English",0.000580720092915215,10,8
"349","found",1,5,"English",0.000580720092915215,3,8
"350","during",1,6,"English",0.000580720092915215,10,8
"351","dissolution",1,11,"English",0.000580720092915215,9,8
"352","entered",1,7,"English",0.000580720092915215,6,8
"353","into",1,4,"English",0.000580720092915215,2,8
"354","consent",1,7,"English",0.000580720092915215,9,8
"355","intending",1,9,"English",0.000580720092915215,3,8
"356","spouses",1,7,"English",0.000580720092915215,2,8
"357","natural",1,7,"English",0.000580720092915215,5,8
"358","unit",1,4,"English",0.000580720092915215,8,8
"359","thought",1,7,"English",0.000580720092915215,11,8
"360","either",1,6,"English",0.000580720092915215,6,8
"361","private",1,7,"English",0.000580720092915215,6,8
"362","manifest",1,8,"English",0.000580720092915215,5,8
"363","practice",1,8,"English",0.000580720092915215,7,8
"364","worship",1,7,"English",0.000580720092915215,4,9
"365","expression",1,10,"English",0.000580720092915215,10,9
"366","hold",1,4,"English",0.000580720092915215,5,9
"367","opinions",1,8,"English",0.000580720092915215,5,9
"368","receive",1,7,"English",0.000580720092915215,2,9
"369","impart",1,6,"English",0.000580720092915215,4,9
"370","information",1,11,"English",0.000580720092915215,6,9
"371","ideas",1,5,"English",0.000580720092915215,9,9
"372","media",1,5,"English",0.000580720092915215,3,9
"373","regardless",1,10,"English",0.000580720092915215,6,9
"374","frontiers",1,9,"English",0.000580720092915215,11,9
"375","peaceful",1,8,"English",0.000580720092915215,10,9
"376","assembly",1,8,"English",0.000580720092915215,5,9
"377","belong",1,6,"English",0.000580720092915215,5,9
"378","take",1,4,"English",0.000580720092915215,10,9
"379","part",1,4,"English",0.000580720092915215,3,9
"380","directly",1,8,"English",0.000580720092915215,10,9
"381","chosen",1,6,"English",0.000580720092915215,4,9
"382","representatives",1,15,"English",0.000580720092915215,6,9
"383","access",1,6,"English",0.000580720092915215,5,9
"384","service",1,7,"English",0.000580720092915215,6,9
"385","authority",1,9,"English",0.000580720092915215,11,9
"386","expressed",1,9,"English",0.000580720092915215,4,9
"387","genuine",1,7,"English",0.000580720092915215,13,9
"388","elections",1,9,"English",0.000580720092915215,7,9
"389","suffrage",1,8,"English",0.000580720092915215,4,9
"390","secret",1,6,"English",0.000580720092915215,8,9
"391","vote",1,4,"English",0.000580720092915215,5,9
"392","equivalent",1,10,"English",0.000580720092915215,2,9
"393","voting",1,6,"English",0.000580720092915215,5,9
"394","procedures",1,10,"English",0.000580720092915215,10,9
"395","member",1,6,"English",0.000580720092915215,8,9
"396","effort",1,6,"English",0.000580720092915215,9,9
"397","accordance",1,10,"English",0.000580720092915215,5,9
"398","organization",1,12,"English",0.000580720092915215,5,9
"399","resources",1,9,"English",0.000580720092915215,7,9
"400","economic",1,8,"English",0.000580720092915215,4,9
"401","indispensable",1,13,"English",0.000580720092915215,7,9
"402","choice",1,6,"English",0.000580720092915215,3,9
"403","employment",1,10,"English",0.000580720092915215,6,9
"404","conditions",1,10,"English",0.000580720092915215,9,9
"405","who",1,3,"English",0.000580720092915215,6,9
"406","works",1,5,"English",0.000580720092915215,7,9
"407","remuneration",1,12,"English",0.000580720092915215,8,9
"408","ensuring",1,8,"English",0.000580720092915215,8,9
"409","existence",1,9,"English",0.000580720092915215,8,9
"410","worthy",1,6,"English",0.000580720092915215,8,9
"411","supplemented",1,12,"English",0.000580720092915215,5,9
"412","means",1,5,"English",0.000580720092915215,9,9
"413","form",1,4,"English",0.000580720092915215,5,9
"414","join",1,4,"English",0.000580720092915215,1,9
"415","unions",1,6,"English",0.000580720092915215,8,9
"416","rest",1,4,"English",0.000580720092915215,10,9
"417","leisure",1,7,"English",0.000580720092915215,3,9
"418","reasonable",1,10,"English",0.000580720092915215,12,10
"419","working",1,7,"English",0.000580720092915215,9,10
"420","hours",1,5,"English",0.000580720092915215,8,10
"421","holidays",1,8,"English",0.000580720092915215,3,10
"422","living",1,6,"English",0.000580720092915215,2,10
"423","adequate",1,8,"English",0.000580720092915215,7,10
"424","health",1,6,"English",0.000580720092915215,5,10
"425","being",1,5,"English",0.000580720092915215,11,10
"426","food",1,4,"English",0.000580720092915215,11,10
"427","clothing",1,8,"English",0.000580720092915215,6,10
"428","housing",1,7,"English",0.000580720092915215,7,10
"429","medical",1,7,"English",0.000580720092915215,4,10
"430","services",1,8,"English",0.000580720092915215,8,10
"431","event",1,5,"English",0.000580720092915215,10,10
"432","sickness",1,8,"English",0.000580720092915215,8,10
"433","disability",1,10,"English",0.000580720092915215,8,10
"434","widowhood",1,9,"English",0.000580720092915215,7,10
"435","old",1,3,"English",0.000580720092915215,7,10
"436","lack",1,4,"English",0.000580720092915215,5,10
"437","livelihood",1,10,"English",0.000580720092915215,5,10
"438","circumstances",1,13,"English",0.000580720092915215,6,10
"439","beyond",1,6,"English",0.000580720092915215,8,10
"440","control",1,7,"English",0.000580720092915215,11,10
"441","motherhood",1,10,"English",0.000580720092915215,4,10
"442","childhood",1,9,"English",0.000580720092915215,12,10
"443","special",1,7,"English",0.000580720092915215,3,10
"444","assistance",1,10,"English",0.000580720092915215,8,10
"445","out",1,3,"English",0.000580720092915215,8,10
"446","wedlock",1,7,"English",0.000580720092915215,9,10
"447","same",1,4,"English",0.000580720092915215,7,10
"448","least",1,5,"English",0.000580720092915215,11,10
"449","stages",1,6,"English",0.000580720092915215,6,10
"450","compulsory",1,10,"English",0.000580720092915215,9,10
"451","technical",1,9,"English",0.000580720092915215,8,10
"452","professional",1,12,"English",0.000580720092915215,6,10
"453","generally",1,9,"English",0.000580720092915215,10,10
"454","available",1,9,"English",0.000580720092915215,9,10
"455","higher",1,6,"English",0.000580720092915215,7,10
"456","equally",1,7,"English",0.000580720092915215,4,10
"457","accessible",1,10,"English",0.000580720092915215,6,10
"458","merit",1,5,"English",0.000580720092915215,2,10
"459","directed",1,8,"English",0.000580720092915215,5,10
"460","strengthening",1,13,"English",0.000580720092915215,7,10
"461","tolerance",1,9,"English",0.000580720092915215,6,10
"462","friendship",1,10,"English",0.000580720092915215,3,10
"463","racial",1,6,"English",0.000580720092915215,7,11
"464","religious",1,9,"English",0.000580720092915215,7,11
"465","groups",1,6,"English",0.000580720092915215,4,11
"466","further",1,7,"English",0.000580720092915215,4,11
"467","activities",1,10,"English",0.000580720092915215,8,11
"468","maintenance",1,11,"English",0.000580720092915215,9,11
"469","parents",1,7,"English",0.000580720092915215,7,11
"470","prior",1,5,"English",0.000580720092915215,7,11
"471","choose",1,6,"English",0.000580720092915215,5,11
"472","given",1,5,"English",0.000580720092915215,9,11
"473","participate",1,11,"English",0.000580720092915215,10,11
"474","arts",1,4,"English",0.000580720092915215,6,11
"475","share",1,5,"English",0.000580720092915215,5,11
"476","advancement",1,11,"English",0.000580720092915215,8,11
"477","benefits",1,8,"English",0.000580720092915215,2,11
"478","moral",1,5,"English",0.000580720092915215,4,11
"479","material",1,8,"English",0.000580720092915215,11,11
"480","resulting",1,9,"English",0.000580720092915215,8,11
"481","literary",1,8,"English",0.000580720092915215,4,11
"482","artistic",1,8,"English",0.000580720092915215,9,11
"483","production",1,10,"English",0.000580720092915215,6,11
"484","author",1,6,"English",0.000580720092915215,5,11
"485","can",1,3,"English",0.000580720092915215,6,11
"486","fully",1,5,"English",0.000580720092915215,9,11
"487","realized",1,8,"English",0.000580720092915215,7,11
"488","duties",1,6,"English",0.000580720092915215,10,11
"489","possible",1,8,"English",0.000580720092915215,3,11
"490","exercise",1,8,"English",0.000580720092915215,11,11
"491","subject",1,7,"English",0.000580720092915215,5,11
"492","limitations",1,11,"English",0.000580720092915215,3,12
"493","solely",1,6,"English",0.000580720092915215,7,12
"494","purpose",1,7,"English",0.000580720092915215,6,12
"495","securing",1,8,"English",0.000580720092915215,6,12
"496","meeting",1,7,"English",0.000580720092915215,7,12
"497","requirements",1,12,"English",0.000580720092915215,6,12
"498","morality",1,8,"English",0.000580720092915215,6,12
"499","general",1,7,"English",0.000580720092915215,3,12
"500","welfare",1,7,"English",0.000580720092915215,6,12
"501","democratic",1,10,"English",0.000580720092915215,6,12
"502","exercised",1,9,"English",0.000580720092915215,11,13
"503","nothing",1,7,"English",0.000580720092915215,5,13
"504","interpreted",1,11,"English",0.000580720092915215,3,13
"505","implying",1,8,"English",0.000580720092915215,11,13
"506","engage",1,6,"English",0.000580720092915215,6,13
"507","activity",1,8,"English",0.000580720092915215,5,13
"508","perform",1,7,"English",0.000580720092915215,7,14
"509","aimed",1,5,"English",0.000580720092915215,4,14
"510","destruction",1,11,"English",0.000580720092915215,9,14
"511","herein",1,6,"English",0.000580720092915215,10,15
