"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"133","tanı",2,4,"Turkish",0.00112233445566779,7,3
"134","insanlar",2,8,"Turkish",0.00112233445566779,12,3
"135","ürriyetlerine",2,13,"Turkish",0.00112233445566779,6,3
"136","üksek",2,5,"Turkish",0.00112233445566779,9,3
"137","ama",2,3,"Turkish",0.00112233445566779,4,3
"138","zul",2,3,"Turkish",0.00112233445566779,11,3
"139","üm",2,2,"Turkish",0.00112233445566779,3,3
"140","son",2,3,"Turkish",0.00112233445566779,11,3
"141","için",2,4,"Turkish",0.00112233445566779,8,3
"142","hukuk",2,5,"Turkish",0.00112233445566779,2,3
"143","korunmas",2,8,"Turkish",0.00112233445566779,6,3
"144","zaruret",2,7,"Turkish",0.00112233445566779,10,3
"145","teşvik",2,6,"Turkish",0.00112233445566779,2,3
"146","birleşmi",2,8,"Turkish",0.00112233445566779,6,3
"147","halklar",2,7,"Turkish",0.00112233445566779,4,3
"148","olmaları",2,8,"Turkish",0.00112233445566779,4,4
"149","ürriyet",2,7,"Turkish",0.00112233445566779,5,4
"150","şartlar",2,7,"Turkish",0.00112233445566779,6,4
"151","kurmaya",2,7,"Turkish",0.00112233445566779,7,4
"152","üye",2,3,"Turkish",0.00112233445566779,3,4
"153","devletlerin",2,11,"Turkish",0.00112233445566779,3,4
"154","Milletler",2,9,"Turkish",0.00112233445566779,7,4
"155","te",2,2,"Turkish",0.00112233445566779,2,4
"156","işbirli",2,7,"Turkish",0.00112233445566779,2,4
"157","çekten",2,6,"Turkish",0.00112233445566779,3,4
"158","taahhü",2,6,"Turkish",0.00112233445566779,6,4
"159","ürriyetlerin",2,12,"Turkish",0.00112233445566779,10,4
"160","yerine",2,6,"Turkish",0.00112233445566779,8,4
"161","gerek",2,5,"Turkish",0.00112233445566779,5,4
"162","ahalisi",2,7,"Turkish",0.00112233445566779,8,4
"163","gerekse",2,7,"Turkish",0.00112233445566779,1,4
"164","alt",2,3,"Turkish",0.00112233445566779,2,4
"165","ındaki",2,6,"Turkish",0.00112233445566779,5,4
"166","aras",2,4,"Turkish",0.00112233445566779,11,4
"167","sağ",2,3,"Turkish",0.00112233445566779,7,4
"168","gayret",2,6,"Turkish",0.00112233445566779,9,4
"169","amac",2,4,"Turkish",0.00112233445566779,3,4
"170","siyasi",2,6,"Turkish",0.00112233445566779,7,4
"171","di",2,2,"Turkish",0.00112233445566779,13,4
"172","ğer",2,3,"Turkish",0.00112233445566779,13,4
"173","şe",2,2,"Turkish",0.00112233445566779,7,4
"174","fark",2,4,"Turkish",0.00112233445566779,5,4
"175","özetilmeksizin",2,14,"Turkish",0.00112233445566779,6,4
"176","olunan",2,6,"Turkish",0.00112233445566779,7,4
"177","bundan",2,6,"Turkish",0.00112233445566779,3,4
"178","şka",2,3,"Turkish",0.00112233445566779,2,4
"179","bulundu",2,7,"Turkish",0.00112233445566779,7,4
"180","hiçbir",2,6,"Turkish",0.00112233445566779,6,4
"181","ki",2,2,"Turkish",0.00112233445566779,8,4
"182","ölelik",2,6,"Turkish",0.00112233445566779,6,4
"183","muamelelere",2,11,"Turkish",0.00112233445566779,10,4
"184","ınmas",2,5,"Turkish",0.00112233445566779,10,4
"185","ılacak",2,6,"Turkish",0.00112233445566779,8,4
"186","gerekli",2,7,"Turkish",0.00112233445566779,6,4
"187","ış",2,2,"Turkish",0.00112233445566779,8,4
"188","ılır",2,4,"Turkish",0.00112233445566779,8,4
"189","ötürü",2,5,"Turkish",0.00112233445566779,3,4
"190","ailesi",2,6,"Turkish",0.00112233445566779,5,4
"191","tecav",2,5,"Turkish",0.00112233445566779,8,4
"192","üzlere",2,6,"Turkish",0.00112233445566779,5,4
"193","korunmaya",2,9,"Turkish",0.00112233445566779,1,4
"194","devletin",2,8,"Turkish",0.00112233445566779,9,4
"195","ınırları",2,8,"Turkish",0.00112233445566779,4,4
"196","memleketi",2,9,"Turkish",0.00112233445566779,6,4
"197","dahil",2,5,"Turkish",0.00112233445566779,8,4
"198","ülteci",2,6,"Turkish",0.00112233445566779,10,4
"199","uyrukluk",2,8,"Turkish",0.00112233445566779,8,4
"200","ırk",2,3,"Turkish",0.00112233445566779,13,4
"201","aile",2,4,"Turkish",0.00112233445566779,9,4
"202","evlenme",2,7,"Turkish",0.00112233445566779,2,4
"203","r",2,1,"Turkish",0.00112233445566779,4,4
"204","cemiyetin",2,9,"Turkish",0.00112233445566779,6,4
"205","temel",2,5,"Turkish",0.00112233445566779,3,4
"206","tek",2,3,"Turkish",0.00112233445566779,9,4
"207","şına",2,4,"Turkish",0.00112233445566779,5,4
"208","şkalar",2,6,"Turkish",0.00112233445566779,6,4
"209","mü",2,2,"Turkish",0.00112233445566779,12,4
"210","fikir",2,5,"Turkish",0.00112233445566779,5,4
"211","ürriyetine",2,10,"Turkish",0.00112233445566779,10,4
"212","surette",2,7,"Turkish",0.00112233445566779,6,4
"213","içerir",2,6,"Turkish",0.00112233445566779,8,4
"214","derne",2,5,"Turkish",0.00112233445566779,3,4
"215","memleketin",2,10,"Turkish",0.00112233445566779,7,4
"216","ılmak",2,5,"Turkish",0.00112233445566779,4,4
"217","iradesi",2,7,"Turkish",0.00112233445566779,5,4
"218","edecek",2,6,"Turkish",0.00112233445566779,8,4
"219","üvenli",2,6,"Turkish",0.00112233445566779,8,4
"220","elveri",2,6,"Turkish",0.00112233445566779,3,4
"221","şli",2,3,"Turkish",0.00112233445566779,7,4
"222","çalışma",2,7,"Turkish",0.00112233445566779,10,4
"223","ücrete",2,6,"Turkish",0.00112233445566779,6,4
"224","uygun",2,5,"Turkish",0.00112233445566779,4,4
"225","tü",2,2,"Turkish",0.00112233445566779,11,4
"226","bunlara",2,7,"Turkish",0.00112233445566779,7,4
"227","refah",2,5,"Turkish",0.00112233445566779,8,4
"228","ışında",2,6,"Turkish",0.00112233445566779,6,4
"229","çocuklar",2,8,"Turkish",0.00112233445566779,9,4
"230","çinde",2,5,"Turkish",0.00112233445566779,12,4
"231","öğrenim",2,7,"Turkish",0.00112233445566779,9,4
"232","yla",2,3,"Turkish",0.00112233445566779,4,4
"233","milletlerin",2,11,"Turkish",0.00112233445566779,5,5
"234","ürriyetlerinin",2,14,"Turkish",0.00112233445566779,5,5
"235","kullan",2,6,"Turkish",0.00112233445566779,7,5
"236","ya",2,2,"Turkish",0.00112233445566779,5,5
"237","beyannamesi",1,11,"Turkish",0.000561167227833895,14,5
"238","Önsöz",1,5,"Turkish",0.000561167227833895,6,5
"239","i̇nsanlı",1,8,"Turkish",0.000561167227833895,4,5
"240","ailesinin",1,9,"Turkish",0.000561167227833895,6,5
"241","üyelerinde",1,10,"Turkish",0.000561167227833895,7,5
"242","haysiyetin",1,10,"Turkish",0.000561167227833895,5,5
"243","bunlar",1,6,"Turkish",0.000561167227833895,3,5
"244","devir",1,5,"Turkish",0.000561167227833895,12,5
"245","kabul",1,5,"Turkish",0.000561167227833895,12,5
"246","etmez",1,5,"Turkish",0.000561167227833895,7,5
"247","nın",1,3,"Turkish",0.000561167227833895,10,5
"248","nmas",1,4,"Turkish",0.000561167227833895,5,5
"249","hususunun",1,9,"Turkish",0.000561167227833895,3,5
"250","ürriyetin",1,9,"Turkish",0.000561167227833895,11,5
"251","adaletin",1,8,"Turkish",0.000561167227833895,6,5
"252","ünya",1,4,"Turkish",0.000561167227833895,9,5
"253","barışının",1,9,"Turkish",0.000561167227833895,8,5
"254","temeli",1,6,"Turkish",0.000561167227833895,6,5
"255","nmamas",1,6,"Turkish",0.000561167227833895,3,5
"256","hor",1,3,"Turkish",0.000561167227833895,8,5
"257","örülmesinin",1,11,"Turkish",0.000561167227833895,1,5
"258","insanl",1,6,"Turkish",0.000561167227833895,10,5
"259","vicdanı",1,7,"Turkish",0.000561167227833895,4,5
"260","isyana",1,6,"Turkish",0.000561167227833895,7,5
"261","sevkeden",1,8,"Turkish",0.000561167227833895,11,5
"262","vah",1,3,"Turkish",0.000561167227833895,4,5
"263","şiliklere",1,9,"Turkish",0.000561167227833895,5,5
"264","sebep",1,5,"Turkish",0.000561167227833895,5,5
"265","olmu",1,4,"Turkish",0.000561167227833895,7,5
"266","deh",1,3,"Turkish",0.000561167227833895,3,5
"267","şetten",1,6,"Turkish",0.000561167227833895,7,5
"268","yoksulluktan",1,12,"Turkish",0.000561167227833895,1,5
"269","kurtulmu",1,8,"Turkish",0.000561167227833895,8,5
"270","içinde",1,6,"Turkish",0.000561167227833895,6,5
"271","öz",1,2,"Turkish",0.000561167227833895,6,5
"272","inanma",1,6,"Turkish",0.000561167227833895,10,5
"273","sahip",1,5,"Turkish",0.000561167227833895,4,5
"274","olacaklar",1,9,"Turkish",0.000561167227833895,7,5
"275","dünyan",1,6,"Turkish",0.000561167227833895,6,5
"276","kurulmas",1,8,"Turkish",0.000561167227833895,3,5
"277","en",1,2,"Turkish",0.000561167227833895,2,5
"278","çları",1,5,"Turkish",0.000561167227833895,10,5
"279","oralak",1,6,"Turkish",0.000561167227833895,11,5
"280","edilmi",1,6,"Turkish",0.000561167227833895,3,5
"281","i̇nsanin",1,8,"Turkish",0.000561167227833895,6,5
"282","bask",1,4,"Turkish",0.000561167227833895,3,5
"283","ıya",1,3,"Turkish",0.000561167227833895,3,5
"284","çare",1,4,"Turkish",0.000561167227833895,4,5
"285","ayaklanmaya",1,11,"Turkish",0.000561167227833895,11,5
"286","mecbur",1,6,"Turkish",0.000561167227833895,8,5
"287","kalmamas",1,8,"Turkish",0.000561167227833895,10,5
"288","rejimi",1,6,"Turkish",0.000561167227833895,12,5
"289","esasl",1,5,"Turkish",0.000561167227833895,8,5
"290","Uluslararas",1,11,"Turkish",0.000561167227833895,3,5
"291","dost",1,4,"Turkish",0.000561167227833895,5,5
"292","ça",1,2,"Turkish",0.000561167227833895,14,5
"293","ilişkiler",1,9,"Turkish",0.000561167227833895,4,5
"294","ştirilmesini",1,12,"Turkish",0.000561167227833895,2,5
"295","etmenin",1,7,"Turkish",0.000561167227833895,4,5
"296","esaslı",1,6,"Turkish",0.000561167227833895,6,5
"297","antla",1,5,"Turkish",0.000561167227833895,5,5
"298","şmada",1,5,"Turkish",0.000561167227833895,5,5
"299","ğerine",1,6,"Turkish",0.000561167227833895,6,5
"300","ınların",1,7,"Turkish",0.000561167227833895,3,5
"301","eşitliğ",1,7,"Turkish",0.000561167227833895,10,5
"302","ine",1,3,"Turkish",0.000561167227833895,5,5
"303","imanlar",1,7,"Turkish",0.000561167227833895,4,5
"304","kere",1,4,"Turkish",0.000561167227833895,1,5
"305","ilerlemeyi",1,10,"Turkish",0.000561167227833895,8,5
"306","kolayla",1,7,"Turkish",0.000561167227833895,3,5
"307","ştırmaya",1,8,"Turkish",0.000561167227833895,6,5
"308","geni",1,4,"Turkish",0.000561167227833895,7,5
"309","içerisinde",1,10,"Turkish",0.000561167227833895,6,5
"310","iyi",1,3,"Turkish",0.000561167227833895,9,5
"311","karar",1,5,"Turkish",0.000561167227833895,6,5
"312","verdiklerini",1,12,"Turkish",0.000561167227833895,5,5
"313","beyan",1,5,"Turkish",0.000561167227833895,6,5
"314","bulunmalar",1,10,"Turkish",0.000561167227833895,6,5
"315","şkilat",1,6,"Turkish",0.000561167227833895,3,5
"316","ederek",1,6,"Turkish",0.000561167227833895,7,5
"317","dünyada",1,7,"Turkish",0.000561167227833895,6,5
"318","saygı",1,5,"Turkish",0.000561167227833895,12,5
"319","gösterilmesinin",1,15,"Turkish",0.000561167227833895,10,5
"320","teminini",1,8,"Turkish",0.000561167227833895,6,5
"321","herkesçe",1,8,"Turkish",0.000561167227833895,8,5
"322","aynı",1,4,"Turkish",0.000561167227833895,6,5
"323","anla",1,4,"Turkish",0.000561167227833895,7,5
"324","şılmas",1,6,"Turkish",0.000561167227833895,6,5
"325","yukar",1,5,"Turkish",0.000561167227833895,6,5
"326","ıdaki",1,5,"Turkish",0.000561167227833895,2,5
"327","dün",1,3,"Turkish",0.000561167227833895,2,5
"328","getirilmesi",1,11,"Turkish",0.000561167227833895,3,5
"329","derece",1,6,"Turkish",0.000561167227833895,5,5
"330","önemli",1,6,"Turkish",0.000561167227833895,4,5
"331","gö",1,2,"Turkish",0.000561167227833895,6,5
"332","re",1,2,"Turkish",0.000561167227833895,6,5
"333","kurulu",1,6,"Turkish",0.000561167227833895,4,5
"334","İnsanlı",1,7,"Turkish",0.000561167227833895,8,5
"335","ğunun",1,5,"Turkish",0.000561167227833895,9,5
"336","fertleriyle",1,11,"Turkish",0.000561167227833895,9,5
"337","uzuvlar",1,7,"Turkish",0.000561167227833895,6,5
"338","beyannameyi",1,11,"Turkish",0.000561167227833895,5,5
"339","daima",1,5,"Turkish",0.000561167227833895,1,5
"340","gözönünde",1,9,"Turkish",0.000561167227833895,6,5
"341","tutarak",1,7,"Turkish",0.000561167227833895,1,5
"342","eğ",1,2,"Turkish",0.000561167227833895,7,5
"343","itim",1,4,"Turkish",0.000561167227833895,6,5
"344","ürriyetlere",1,11,"Turkish",0.000561167227833895,5,5
"345","ıyı",1,3,"Turkish",0.000561167227833895,2,5
"346","geliştirmeye",1,12,"Turkish",0.000561167227833895,5,5
"347","gittik",1,6,"Turkish",0.000561167227833895,7,5
"348","artan",1,5,"Turkish",0.000561167227833895,5,5
"349","tedbirlerle",1,11,"Turkish",0.000561167227833895,10,5
"350","bizzat",1,6,"Turkish",0.000561167227833895,5,5
"351","devletler",1,9,"Turkish",0.000561167227833895,4,5
"352","idaresi",1,7,"Turkish",0.000561167227833895,9,5
"353","ülkeler",1,7,"Turkish",0.000561167227833895,5,5
"354","dünyaca",1,7,"Turkish",0.000561167227833895,2,5
"355","fiilen",1,6,"Turkish",0.000561167227833895,11,5
"356","tanınmas",1,8,"Turkish",0.000561167227833895,7,5
"357","tatbik",1,6,"Turkish",0.000561167227833895,10,5
"358","edilmesini",1,10,"Turkish",0.000561167227833895,13,5
"359","lamaya",1,6,"Turkish",0.000561167227833895,1,6
"360","etmeleri",1,8,"Turkish",0.000561167227833895,8,6
"361","ula",1,3,"Turkish",0.000561167227833895,7,6
"362","şılacak",1,7,"Turkish",0.000561167227833895,11,6
"363","ortak",1,5,"Turkish",0.000561167227833895,7,6
"364","ideal",1,5,"Turkish",0.000561167227833895,5,6
"365","beyannamesini",1,13,"Turkish",0.000561167227833895,8,6
"366","eder",1,4,"Turkish",0.000561167227833895,13,6
"367","bütün",1,5,"Turkish",0.000561167227833895,4,6
"368","ür",1,2,"Turkish",0.000561167227833895,9,6
"369","bak",1,3,"Turkish",0.000561167227833895,5,6
"370","ımından",1,7,"Turkish",0.000561167227833895,7,6
"371","ğarlar",1,6,"Turkish",0.000561167227833895,8,6
"372","Ak",1,2,"Turkish",0.000561167227833895,9,6
"373","ıl",1,2,"Turkish",0.000561167227833895,3,6
"374","vicdana",1,7,"Turkish",0.000561167227833895,1,6
"375","sahiptirler",1,11,"Turkish",0.000561167227833895,7,6
"376","birbirlerine",1,12,"Turkish",0.000561167227833895,12,6
"377","karde",1,5,"Turkish",0.000561167227833895,2,6
"378","şlik",1,4,"Turkish",0.000561167227833895,8,6
"379","zihniyeti",1,9,"Turkish",0.000561167227833895,5,6
"380","hareket",1,7,"Turkish",0.000561167227833895,9,6
"381","etmelidirler",1,12,"Turkish",0.000561167227833895,10,6
"382","rk",1,2,"Turkish",0.000561167227833895,6,6
"383","renk",1,4,"Turkish",0.000561167227833895,5,6
"384","cinsiyet",1,8,"Turkish",0.000561167227833895,5,6
"385","dil",1,3,"Turkish",0.000561167227833895,11,6
"386","akide",1,5,"Turkish",0.000561167227833895,7,6
"387","içtimai",1,7,"Turkish",0.000561167227833895,8,6
"388","men",1,3,"Turkish",0.000561167227833895,4,6
"389","servet",1,6,"Turkish",0.000561167227833895,6,6
"390","doğ",1,3,"Turkish",0.000561167227833895,5,6
"391","uş",1,2,"Turkish",0.000561167227833895,6,6
"392","tekmil",1,6,"Turkish",0.000561167227833895,3,6
"393","haklardan",1,9,"Turkish",0.000561167227833895,6,6
"394","hürriyetlerden",1,14,"Turkish",0.000561167227833895,8,6
"395","edebilir",1,8,"Turkish",0.000561167227833895,10,6
"396","ğımsız",1,6,"Turkish",0.000561167227833895,5,6
"397","vesayet",1,7,"Turkish",0.000561167227833895,8,6
"398","gayri",1,5,"Turkish",0.000561167227833895,2,6
"399","muhtar",1,6,"Turkish",0.000561167227833895,3,6
"400","sair",1,4,"Turkish",0.000561167227833895,6,6
"401","egemenlik",1,9,"Turkish",0.000561167227833895,6,6
"402","kay",1,3,"Turkish",0.000561167227833895,10,6
"403","ıtlamas",1,7,"Turkish",0.000561167227833895,5,6
"404","ülke",1,4,"Turkish",0.000561167227833895,9,6
"405","ü",1,1,"Turkish",0.000561167227833895,7,6
"406","lkenin",1,6,"Turkish",0.000561167227833895,6,6
"407","hukuki",1,6,"Turkish",0.000561167227833895,3,6
"408","statüsü",1,7,"Turkish",0.000561167227833895,5,6
"409","bakımından",1,10,"Turkish",0.000561167227833895,8,6
"410","ayrı",1,4,"Turkish",0.000561167227833895,6,6
"411","lık",1,3,"Turkish",0.000561167227833895,6,6
"412","gözetilmeyecektir",1,17,"Turkish",0.000561167227833895,6,6
"413","yaşamak",1,7,"Turkish",0.000561167227833895,10,6
"414","şi",1,2,"Turkish",0.000561167227833895,3,6
"415","emniyeti",1,8,"Turkish",0.000561167227833895,2,6
"416","kulluk",1,6,"Turkish",0.000561167227833895,7,6
"417","altı",1,4,"Turkish",0.000561167227833895,7,6
"418","nda",1,3,"Turkish",0.000561167227833895,7,6
"419","bulundurulamaz",1,14,"Turkish",0.000561167227833895,5,6
"420","öle",1,3,"Turkish",0.000561167227833895,4,6
"421","ticareti",1,8,"Turkish",0.000561167227833895,6,6
"422","türlü",1,5,"Turkish",0.000561167227833895,7,6
"423","şekliyle",1,8,"Turkish",0.000561167227833895,2,6
"424","yasakt",1,6,"Turkish",0.000561167227833895,8,6
"425","şkenceye",1,8,"Turkish",0.000561167227833895,9,6
"426","zalimane",1,8,"Turkish",0.000561167227833895,5,6
"427","gayriinsani",1,11,"Turkish",0.000561167227833895,2,6
"428","ırıcı",1,5,"Turkish",0.000561167227833895,5,6
"429","cezalara",1,8,"Turkish",0.000561167227833895,6,6
"430","tutulamaz",1,9,"Turkish",0.000561167227833895,6,6
"431","nerede",1,6,"Turkish",0.000561167227833895,11,6
"432","olursa",1,6,"Turkish",0.000561167227833895,11,6
"433","şiliğinin",1,9,"Turkish",0.000561167227833895,5,6
"434","önünde",1,6,"Turkish",0.000561167227833895,4,6
"435","şittir",1,6,"Turkish",0.000561167227833895,8,6
"436","farks",1,5,"Turkish",0.000561167227833895,4,6
"437","kanunun",1,7,"Turkish",0.000561167227833895,2,6
"438","korumas",1,7,"Turkish",0.000561167227833895,13,6
"439","beyannameye",1,11,"Turkish",0.000561167227833895,10,6
"440","ayırdedici",1,10,"Turkish",0.000561167227833895,4,6
"441","mualeleye",1,9,"Turkish",0.000561167227833895,4,6
"442","öyle",1,4,"Turkish",0.000561167227833895,4,6
"443","ay",1,2,"Turkish",0.000561167227833895,4,6
"444","ırdedici",1,8,"Turkish",0.000561167227833895,6,6
"445","muamele",1,7,"Turkish",0.000561167227833895,3,6
"446","kışkırtmaya",1,11,"Turkish",0.000561167227833895,1,6
"447","korunma",1,7,"Turkish",0.000561167227833895,3,6
"448","kendine",1,7,"Turkish",0.000561167227833895,2,6
"449","anayasa",1,7,"Turkish",0.000561167227833895,6,6
"450","ınan",1,4,"Turkish",0.000561167227833895,11,6
"451","haklara",1,7,"Turkish",0.000561167227833895,8,6
"452","fiilli",1,6,"Turkish",0.000561167227833895,4,6
"453","netice",1,6,"Turkish",0.000561167227833895,3,6
"454","verecek",1,7,"Turkish",0.000561167227833895,5,6
"455","mahkemelere",1,11,"Turkish",0.000561167227833895,5,6
"456","üracaat",1,7,"Turkish",0.000561167227833895,5,6
"457","tutuklanamaz",1,12,"Turkish",0.000561167227833895,9,6
